Player,Team,Rating,ACS,KD,ADR,KAST,KPR,APR,FKPR,FDPR,Total_Rounds_Played,url,tier_m,region_m
abu,esports team αD,0.811,149.542,0.754,98.834,0.689,0.542,0.342,0.06,0.058,292.0,https://www.vlr.gg/player/49679/abu?timespan=90d,0.955,0.84
niki,esports team αD,0.936,181.508,0.875,124.845,0.662,0.623,0.303,0.069,0.084,588.0,https://www.vlr.gg/player/43066/niki?timespan=90d,0.955,0.84
Han,esports team αD,1.067,205.041,1.064,139.253,0.715,0.737,0.241,0.068,0.044,588.0,https://www.vlr.gg/player/34825/han?timespan=90d,0.955,0.84
EscO,esports team αD,0.999,218.651,1.048,141.537,0.663,0.775,0.159,0.199,0.169,588.0,https://www.vlr.gg/player/27458/esco?timespan=90d,0.955,0.84
Kyuanyami,esports team αD,0.87,168.3,0.85,109.1,0.67,0.59,0.36,0.05,0.03,138.0,https://www.vlr.gg/player/49238/kyuanyami?timespan=90d,,
YuRelly,esports team αD,0.733,153.456,0.695,97.019,0.662,0.526,0.282,0.055,0.105,158.0,https://www.vlr.gg/player/12930/yurelly?timespan=90d,0.978,0.92
kuro5,esports team αD,0.76,169.0,0.69,105.8,0.63,0.58,0.32,0.11,0.05,19.0,https://www.vlr.gg/player/48496/kuro5?timespan=90d,,
Brofeld,CREST GAMING Zst,0.997,185.44,1.05,123.77,0.728,0.691,0.202,0.084,0.073,759.0,https://www.vlr.gg/player/2400/brofeld?timespan=90d,0.97,0.893
bazz,CREST GAMING Zst,1.068,219.467,1.134,144.266,0.75,0.784,0.355,0.095,0.111,759.0,https://www.vlr.gg/player/6702/bazz?timespan=90d,0.97,0.892
KEN,CREST GAMING Zst,1.168,244.662,1.172,165.212,0.735,0.807,0.318,0.192,0.126,740.0,https://www.vlr.gg/player/45962/ken?timespan=90d,0.978,0.926
Kapi,CREST GAMING Zst,0.983,185.593,0.998,122.049,0.749,0.667,0.326,0.062,0.066,740.0,https://www.vlr.gg/player/40736/kapi?timespan=90d,0.978,0.92
sakurai,CREST GAMING Zst,1.067,201.959,1.082,131.865,0.747,0.729,0.367,0.1,0.094,740.0,https://www.vlr.gg/player/1009/sakurai?timespan=90d,0.973,0.904
BMV,LAZY,1.066,197.796,1.151,128.813,0.732,0.733,0.275,0.077,0.076,566.0,https://www.vlr.gg/player/2440/bmv?timespan=90d,,
moefcute,LAZY,1.242,277.84,1.312,177.074,0.717,0.971,0.19,0.213,0.164,841.0,https://www.vlr.gg/player/14228/moefcute?timespan=90d,,
Akashi,LAZY,0.888,162.451,0.837,111.347,0.711,0.565,0.329,0.046,0.08,799.0,https://www.vlr.gg/player/3908/akashi?timespan=90d,,
Louboutin,LAZY,1.081,214.037,1.108,138.834,0.748,0.748,0.288,0.094,0.076,841.0,https://www.vlr.gg/player/23041/louboutin?timespan=90d,,
Hyzee,LAZY,1.078,212.563,1.072,141.263,0.755,0.763,0.417,0.102,0.068,371.0,https://www.vlr.gg/player/1433/hyzee?timespan=90d,0.955,0.825
LeVi,RIVAL,1.05,188.886,1.066,124.769,0.746,0.666,0.34,0.067,0.068,986.0,https://www.vlr.gg/player/18704/levi?timespan=90d,,
azys,RIVAL,1.339,290.288,1.512,182.089,0.74,1.034,0.208,0.21,0.126,986.0,https://www.vlr.gg/player/13221/azys?timespan=90d,1.0,1.0
DEATHMAKER,RIVAL,1.108,210.222,1.203,142.271,0.725,0.751,0.224,0.089,0.087,986.0,https://www.vlr.gg/player/3628/deathmaker?timespan=90d,1.0,1.0
Antidote,RIVAL,0.937,165.661,0.964,107.16,0.734,0.582,0.377,0.056,0.072,963.0,https://www.vlr.gg/player/3269/antidote?timespan=90d,1.0,1.0
rawfiul,RIVAL,1.103,220.798,1.223,147.38,0.749,0.793,0.223,0.125,0.1,986.0,https://www.vlr.gg/player/12947/rawfiul?timespan=90d,1.0,1.0
VictiM,RIVAL,1.13,211.0,1.21,135.3,0.7,0.74,0.26,0.04,0.04,23.0,https://www.vlr.gg/player/43426/victim?timespan=90d,,
mitch,Cloud9,0.907,167.659,0.838,114.783,0.699,0.56,0.45,0.075,0.09,204.0,https://www.vlr.gg/player/612/mitch?timespan=90d,0.959,0.947
Xeppaa,Cloud9,1.056,209.941,1.091,133.544,0.766,0.751,0.455,0.071,0.089,427.0,https://www.vlr.gg/player/7871/xeppaa?timespan=90d,0.996,0.994
v1c,Cloud9,1.024,180.936,0.978,118.009,0.756,0.631,0.493,0.064,0.07,600.0,https://www.vlr.gg/player/17433/v1c?timespan=90d,0.848,0.97
OXY,Cloud9,1.181,269.944,1.247,170.545,0.744,0.933,0.21,0.243,0.182,600.0,https://www.vlr.gg/player/18796/oxy?timespan=90d,0.917,0.992
moose,Cloud9,0.918,158.991,0.944,105.518,0.697,0.572,0.233,0.053,0.085,600.0,https://www.vlr.gg/player/7458/moose?timespan=90d,0.887,0.995
hiro,Natus Vincere,0.711,148.405,0.617,102.37,0.498,0.499,0.134,0.083,0.067,74.0,https://www.vlr.gg/player/29867/hiro?timespan=90d,1.0,1.0
PatMen,ZOL Esports,1.194,265.41,1.251,174.829,0.77,0.948,0.255,0.235,0.186,468.0,https://www.vlr.gg/player/13744/patmen?timespan=90d,0.955,0.825
ZYND,ZOL Esports,1.0,201.735,1.04,131.94,0.683,0.722,0.198,0.102,0.106,503.0,https://www.vlr.gg/player/16953/zynd?timespan=90d,0.955,0.825
jEEE,ZOL Esports,0.966,183.719,0.947,122.4,0.764,0.653,0.358,0.055,0.059,503.0,https://www.vlr.gg/player/21677/jeee?timespan=90d,0.955,0.825
Kakarot,ZOL Esports,0.932,177.504,0.857,116.52,0.712,0.592,0.411,0.058,0.061,431.0,https://www.vlr.gg/player/9737/kakarot?timespan=90d,0.955,0.825
Kevzii,ZOL Esports,1.186,215.948,1.164,150.125,0.728,0.765,0.267,0.094,0.053,503.0,https://www.vlr.gg/player/7746/kevzii?timespan=90d,0.955,0.802
JCL,ZOL Esports,0.835,154.604,0.709,95.5,0.78,0.498,0.706,0.027,0.067,72.0,https://www.vlr.gg/player/42331/jcl?timespan=90d,,
Fixy,Unsigned5,1.006,249.781,1.109,159.649,0.684,0.865,0.164,0.199,0.201,396.0,https://www.vlr.gg/player/45876/fixy?timespan=90d,0.955,0.825
Riza,Unsigned5,1.213,237.777,1.302,154.57,0.78,0.857,0.284,0.107,0.08,396.0,https://www.vlr.gg/player/7443/riza?timespan=90d,0.955,0.825
Flaring,Unsigned5,1.078,190.695,1.163,124.385,0.759,0.692,0.4,0.051,0.051,396.0,https://www.vlr.gg/player/5886/flaring?timespan=90d,0.955,0.825
markL,Unsigned5,0.995,187.386,1.05,127.14,0.702,0.678,0.232,0.088,0.08,396.0,https://www.vlr.gg/player/7513/markl?timespan=90d,0.955,0.802
Iceyyy,Unsigned5,1.472,328.9,1.626,198.56,0.775,1.176,0.253,0.274,0.126,40.0,https://www.vlr.gg/player/46046/iceyyy?timespan=90d,0.955,0.825
JoXJo,RIDDLE ORDER,1.021,192.506,0.956,130.236,0.75,0.627,0.55,0.092,0.057,333.0,https://www.vlr.gg/player/4663/joxjo?timespan=90d,0.968,0.884
Minty,RIDDLE ORDER,1.092,198.608,1.182,128.928,0.772,0.709,0.346,0.099,0.075,249.0,https://www.vlr.gg/player/5476/minty?timespan=90d,0.966,0.878
Caedye,RIDDLE ORDER,1.131,245.114,1.249,156.365,0.726,0.839,0.265,0.137,0.093,333.0,https://www.vlr.gg/player/29841/caedye?timespan=90d,0.978,0.916
Seoldam,RIDDLE ORDER,1.222,272.617,1.432,162.644,0.739,0.976,0.182,0.207,0.138,333.0,https://www.vlr.gg/player/10584/seoldam?timespan=90d,0.993,0.974
yatsuka,RIDDLE ORDER,1.06,172.489,1.183,117.912,0.71,0.651,0.268,0.052,0.059,333.0,https://www.vlr.gg/player/29843/yatsuka?timespan=90d,0.978,0.916
keisu,BLUE BEES.ESP,0.916,214.998,0.953,137.589,0.634,0.739,0.17,0.155,0.243,288.0,https://www.vlr.gg/player/49681/keisu?timespan=90d,0.955,0.84
Lafura,BLUE BEES.ESP,1.011,216.957,1.063,147.229,0.66,0.767,0.208,0.11,0.092,329.0,https://www.vlr.gg/player/32823/lafura?timespan=90d,0.955,0.84
Zan,BLUE BEES.ESP,0.925,182.222,0.824,116.347,0.692,0.629,0.526,0.092,0.101,288.0,https://www.vlr.gg/player/17091/zan?timespan=90d,0.955,0.84
e9Lair,BLUE BEES.ESP,0.945,171.111,1.047,117.083,0.689,0.591,0.289,0.054,0.056,425.0,https://www.vlr.gg/player/34705/e9lair?timespan=90d,0.955,0.84
kenmohororo,BLUE BEES.ESP,1.022,195.296,0.984,125.332,0.707,0.672,0.402,0.088,0.052,425.0,https://www.vlr.gg/player/2508/kenmohororo?timespan=90d,0.966,0.88
GANGAZI,CNEsports,0.89,182.598,0.846,120.903,0.712,0.641,0.234,0.052,0.095,186.0,https://www.vlr.gg/player/4650/gangazi?timespan=90d,,
kobra,CNEsports,0.955,226.486,0.953,145.135,0.696,0.785,0.181,0.199,0.166,153.0,https://www.vlr.gg/player/4563/kobra?timespan=90d,0.955,0.84
Melser,KRÜ Esports,1.122,191.43,1.2,122.779,0.737,0.692,0.275,0.125,0.047,189.0,https://www.vlr.gg/player/1311/melser?timespan=90d,1.0,0.998
keznit,KRÜ Esports,1.188,229.751,1.213,153.878,0.725,0.812,0.196,0.21,0.129,189.0,https://www.vlr.gg/player/2462/keznit?timespan=90d,1.0,0.998
Mazino,KRÜ Esports,1.19,211.73,1.233,138.681,0.726,0.792,0.473,0.088,0.068,189.0,https://www.vlr.gg/player/7603/mazino?timespan=90d,1.0,0.998
adverso,KRÜ Esports,0.853,175.81,0.848,114.025,0.69,0.594,0.295,0.095,0.101,189.0,https://www.vlr.gg/player/3826/adverso?timespan=90d,0.991,0.926
Shyy,KRÜ Esports,0.95,176.2,0.95,116.0,0.76,0.61,0.26,0.06,0.07,189.0,https://www.vlr.gg/player/24007/shyy?timespan=90d,1.0,0.998
Ketzai,Unicorn Cyber Esports,0.808,180.6,0.817,116.951,0.641,0.608,0.243,0.1,0.142,672.0,https://www.vlr.gg/player/49584/ketzai?timespan=90d,,
QuinT,Unicorn Cyber Esports,0.98,169.645,0.898,117.429,0.703,0.607,0.397,0.044,0.059,707.0,https://www.vlr.gg/player/49565/quint?timespan=90d,,
X1nh,Unicorn Cyber Esports,0.935,215.004,0.946,139.393,0.665,0.75,0.225,0.16,0.157,707.0,https://www.vlr.gg/player/49566/x1nh?timespan=90d,,
prettyMy,Unicorn Cyber Esports,0.842,175.714,0.671,116.966,0.659,0.575,0.401,0.0,0.089,35.0,https://www.vlr.gg/player/49567/prettymy?timespan=90d,,
KeA,Unicorn Cyber Esports,1.073,200.725,1.049,131.197,0.726,0.719,0.324,0.057,0.045,707.0,https://www.vlr.gg/player/8165/kea?timespan=90d,0.955,0.825
Creamm,Unicorn Cyber Esports,0.969,222.076,0.979,145.473,0.653,0.746,0.195,0.123,0.13,707.0,https://www.vlr.gg/player/49564/creamm?timespan=90d,,
Sunshine,TYLOO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/14453/sunshine?timespan=90d,0.0,0.0
Curvezy,Randoms,0.585,134.343,0.617,88.891,0.539,0.46,0.257,0.0,0.117,35.0,https://www.vlr.gg/player/49878/curvezy?timespan=90d,,
Kakashiii,Randoms,1.029,228.762,1.027,156.176,0.701,0.777,0.276,0.113,0.119,416.0,https://www.vlr.gg/player/33039/kakashiii?timespan=90d,0.955,0.76
Planko,Randoms,0.834,182.788,0.833,119.123,0.647,0.64,0.216,0.061,0.103,416.0,https://www.vlr.gg/player/44958/planko?timespan=90d,0.955,0.76
Mythical,Randoms,0.853,192.671,0.861,126.012,0.65,0.684,0.193,0.11,0.149,416.0,https://www.vlr.gg/player/12965/mythical?timespan=90d,0.955,0.76
Monokuma,Randoms,0.944,201.237,0.965,133.419,0.66,0.692,0.207,0.103,0.124,359.0,https://www.vlr.gg/player/34217/monokuma?timespan=90d,0.955,0.76
Astin,Randoms,0.998,210.344,1.02,132.94,0.723,0.748,0.306,0.059,0.079,365.0,https://www.vlr.gg/player/43143/astin?timespan=90d,0.955,0.76
Nikuu,Randoms,0.919,165.849,0.866,112.722,0.753,0.578,0.44,0.043,0.055,73.0,https://www.vlr.gg/player/34243/nikuu?timespan=90d,,
AC,Titan Esports Club,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/14445/ac?timespan=90d,1.0,1.0
Haodong,Titan Esports Club,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/4720/haodong?timespan=90d,1.0,1.0
Abo,Titan Esports Club,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/5011/abo?timespan=90d,1.0,1.0
Rb,Titan Esports Club,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/488/rb?timespan=90d,1.0,1.0
B1ack,Titan Esports Club,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/30526/b1ack?timespan=90d,1.0,1.0
P0PPIN,RANKERS,1.194,213.394,1.316,137.431,0.761,0.765,0.341,0.091,0.085,570.0,https://www.vlr.gg/player/21778/p0ppin?timespan=90d,0.837,0.94
Eggsterr,RANKERS,1.18,223.2,1.34,143.2,0.78,0.82,0.31,0.11,0.1,570.0,https://www.vlr.gg/player/35302/eggsterr?timespan=90d,0.921,0.93
nightz,RANKERS,1.068,228.546,1.134,145.642,0.727,0.822,0.266,0.149,0.122,1988.0,https://www.vlr.gg/player/41798/nightz?timespan=90d,0.927,0.93
Inspire,RANKERS,1.072,185.9,1.204,120.904,0.756,0.657,0.246,0.076,0.063,570.0,https://www.vlr.gg/player/53/inspire?timespan=90d,0.963,0.962
canezera,RANKERS,1.178,268.777,1.273,173.914,0.751,0.926,0.292,0.175,0.132,1788.0,https://www.vlr.gg/player/36560/canezera?timespan=90d,0.921,0.93
o0o0o,Nova Esports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/4402/o0o0o?timespan=90d,0.997,0.986
OBONE,Nova Esports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/36670/obone?timespan=90d,0.995,0.973
SWERL,Nova Esports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/1209/swerl?timespan=90d,1.0,1.0
CB,Nova Esports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/39697/cb?timespan=90d,1.0,1.0
Ezeir,Nova Esports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/46460/ezeir?timespan=90d,1.0,1.0
GuanG,Nova Esports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.vlr.gg/player/41054/guang?timespan=90d,1.0,1.0
YOME,DRX Changers,0.613,121.0,0.568,77.517,0.692,0.442,0.392,0.058,0.058,120.0,https://www.vlr.gg/player/29269/yome?timespan=90d,0.3,1.0
Ache,DRX Changers,0.61,121.157,0.613,82.393,0.622,0.417,0.14,0.043,0.059,120.0,https://www.vlr.gg/player/43037/ache?timespan=90d,0.3,1.0
raafa,FURIA,0.897,170.685,0.842,109.985,0.69,0.56,0.436,0.08,0.109,255.0,https://www.vlr.gg/player/25743/raafa?timespan=90d,1.0,0.933
heat,FURIA,1.097,212.035,1.193,147.478,0.686,0.778,0.129,0.1,0.098,255.0,https://www.vlr.gg/player/8673/heat?timespan=90d,1.0,1.0
mwzera,FURIA,1.226,222.837,1.395,144.449,0.763,0.826,0.238,0.08,0.029,255.0,https://www.vlr.gg/player/939/mwzera?timespan=90d,1.0,1.0
havoc,FURIA,1.135,231.039,1.216,148.673,0.708,0.796,0.111,0.266,0.149,255.0,https://www.vlr.gg/player/8706/havoc?timespan=90d,1.0,1.0
Khalil,FURIA,0.909,160.324,0.897,104.979,0.749,0.556,0.354,0.024,0.061,255.0,https://www.vlr.gg/player/1711/khalil?timespan=90d,1.0,1.0
ckuma,Chaos Alliance,0.49,109.0,0.38,81.5,0.53,0.35,0.12,0.0,0.06,17.0,https://www.vlr.gg/player/42541/ckuma?timespan=90d,0.955,0.825
Uta,Chaos Alliance,0.93,213.2,0.91,142.3,0.68,0.75,0.21,0.14,0.18,126.0,https://www.vlr.gg/player/7851/uta?timespan=90d,0.993,0.97
CHAK,Chaos Alliance,0.813,175.959,0.808,114.837,0.684,0.657,0.216,0.058,0.113,126.0,https://www.vlr.gg/player/47977/chak?timespan=90d,0.955,0.802
YoWamu,BABO,1.006,241.304,1.051,154.959,0.696,0.792,0.241,0.207,0.22,781.0,https://www.vlr.gg/player/34785/yowamu?timespan=90d,0.955,0.84
Ask,BABO,1.095,212.563,1.098,141.446,0.74,0.728,0.302,0.065,0.063,781.0,https://www.vlr.gg/player/23971/ask?timespan=90d,0.962,0.867
Ady,REVE RISE MAX,1.117,204.67,1.123,135.349,0.763,0.736,0.409,0.07,0.044,429.0,https://www.vlr.gg/player/47467/ady?timespan=90d,0.955,0.84
kurozooted,BABO,1.012,179.49,1.003,117.332,0.746,0.658,0.404,0.032,0.058,580.0,https://www.vlr.gg/player/10658/kurozooted?timespan=90d,0.978,0.92
ScoPe,REVE RISE MAX,0.989,197.738,1.061,129.99,0.685,0.711,0.177,0.104,0.093,429.0,https://www.vlr.gg/player/47469/scope?timespan=90d,0.955,0.84
NT2k,Team Big BAAM,1.109,224.374,1.15,146.733,0.726,0.798,0.329,0.153,0.109,981.0,https://www.vlr.gg/player/14227/nt2k?timespan=90d,,
LilHieu,Team Big BAAM,0.986,218.774,1.024,141.354,0.696,0.755,0.238,0.125,0.146,870.0,https://www.vlr.gg/player/21840/lilhieu?timespan=90d,,
nTK,Team Big BAAM,1.06,201.848,1.103,137.516,0.722,0.718,0.292,0.085,0.079,981.0,https://www.vlr.gg/player/1432/ntk?timespan=90d,,
P1nA,Team Big BAAM,1.114,205.988,1.104,136.137,0.741,0.723,0.43,0.092,0.069,876.0,https://www.vlr.gg/player/1431/p1na?timespan=90d,,
KimHung2k5,Team Big BAAM,1.094,217.345,1.125,145.826,0.662,0.762,0.227,0.071,0.077,412.0,https://www.vlr.gg/player/49818/kimhung2k5?timespan=90d,,
gobera,2Game Esports,1.13,212.796,1.211,140.457,0.671,0.763,0.194,0.105,0.1,181.0,https://www.vlr.gg/player/14950/gobera?timespan=90d,1.0,0.978
pryze,2Game Esports,0.98,166.679,0.967,113.132,0.69,0.58,0.265,0.045,0.078,203.0,https://www.vlr.gg/player/662/pryze?timespan=90d,0.989,0.983
lz,2Game Esports,1.004,181.034,1.011,119.572,0.689,0.657,0.368,0.054,0.061,203.0,https://www.vlr.gg/player/6195/lz?timespan=90d,0.989,0.983
spike,2Game Esports,0.976,218.856,0.993,138.344,0.761,0.746,0.338,0.156,0.11,203.0,https://www.vlr.gg/player/21661/spike?timespan=90d,0.989,0.983
silentzz,2Game Esports,0.757,182.543,0.813,118.057,0.661,0.647,0.136,0.14,0.167,203.0,https://www.vlr.gg/player/11921/silentzz?timespan=90d,0.989,0.983
faithz0r,2Game Esports,0.29,76.0,0.3,53.0,0.41,0.27,0.09,0.0,0.09,22.0,https://www.vlr.gg/player/14482/faithz0r?timespan=90d,0.0,0.0
Kr1stal,Global Esports,1.336,240.589,1.477,163.694,0.779,0.831,0.348,0.096,0.06,419.0,https://www.vlr.gg/player/5796/kr1stal?timespan=90d,0.874,0.906
kellyS,Global Esports,1.121,217.48,1.16,137.766,0.797,0.78,0.34,0.08,0.082,419.0,https://www.vlr.gg/player/7437/kellys?timespan=90d,0.894,0.829
Papi,Global Esports,1.18,204.393,1.251,130.646,0.776,0.73,0.442,0.069,0.051,534.0,https://www.vlr.gg/player/13219/papi?timespan=90d,0.904,0.833
SPARTA,Exsto Gaming,0.867,166.202,0.84,123.255,0.707,0.566,0.278,0.082,0.111,62.0,https://www.vlr.gg/player/49677/sparta?timespan=90d,,
AcZy,Exsto Gaming,1.158,243.075,1.31,156.342,0.753,0.925,0.208,0.189,0.075,53.0,https://www.vlr.gg/player/44723/aczy?timespan=90d,0.955,0.76
sommboiii,Exsto Gaming,1.073,208.197,1.105,139.023,0.739,0.727,0.297,0.079,0.077,223.0,https://www.vlr.gg/player/5209/sommboiii?timespan=90d,0.955,0.76
Spartabang,Exsto Gaming,1.004,209.343,1.028,139.1,0.74,0.734,0.35,0.067,0.102,223.0,https://www.vlr.gg/player/37185/spartabang?timespan=90d,0.955,0.76
Rossi,Exsto Gaming,1.067,246.289,1.079,155.921,0.747,0.795,0.292,0.236,0.174,223.0,https://www.vlr.gg/player/31640/rossi?timespan=90d,0.955,0.76
Kyun,Exsto Gaming,0.991,192.764,1.065,124.976,0.696,0.687,0.24,0.056,0.05,161.0,https://www.vlr.gg/player/17990/kyun?timespan=90d,0.955,0.76
MrFaliN,FUT Esports,1.093,197.257,1.119,130.565,0.743,0.68,0.423,0.072,0.061,410.0,https://www.vlr.gg/player/8044/mrfalin?timespan=90d,0.982,1.0
xeus,FUT Esports,1.111,245.868,1.189,162.294,0.725,0.871,0.211,0.203,0.188,410.0,https://www.vlr.gg/player/12793/xeus?timespan=90d,1.0,1.0
